해외선물옵션 예수금현황,,,,,,
API 통신방식,REST,,,,,
메뉴 위치,[해외선물옵션] 주문/계좌,,,,,
API 명,해외선물옵션 예수금현황,,,,,
API ID,해외선물-012,,,,,
실전 TR_ID,OTFM1411R,,,,,
모의 TR_ID,모의투자 미지원,,,,,
기본정보,,,,,,
HTTP Method,GET,,,,,
실전 Domain,https://openapi.koreainvestment.com:9443,,,,,
모의 Domain,모의투자 미지원,,,,,
URL 명,/uapi/overseas-futureoption/v1/trading/inquire-deposit,,,,,
개요,,,,,,
개요,해외선물옵션 예수금현황 API입니다.,,,,,
Layout,,,,,,
구분,Element,한글명,Type,Required,Length,Description
Request Header,content-type,컨텐츠타입,string,Y,40,application/json; charset=utf-8
,authorization,접근토큰,string,Y,350,"OAuth 토큰이 필요한 API 경우 발급한 Access token 
일반고객(Access token 유효기간 1일, OAuth 2.0의 Client Credentials Grant 절차를 준용) 
법인(Access token 유효기간 3개월, Refresh token 유효기간 1년, OAuth 2.0의 Authorization Code Grant 절차를 준용)

※ 토큰 지정시 토큰 타입(""Bearer"") 지정 필요. 즉, 발급받은 접근토큰 앞에 앞에 ""Bearer"" 붙여서 호출
EX) ""Bearer eyJ..........8GA"""
,appkey,앱키,string,Y,36,한국투자증권 홈페이지에서 발급받은 appkey (절대 노출되지 않도록 주의해주세요.)
,appsecret,앱시크릿키,string,Y,180,한국투자증권 홈페이지에서 발급받은 appkey (절대 노출되지 않도록 주의해주세요.)
,personalseckey,고객식별키,string,N,180,[법인 필수] 제휴사 회원 관리를 위한 고객식별키
,tr_id,거래ID,string,Y,13,OTFM1411R
,tr_cont,연속 거래 여부,string,N,1,tr_cont를 이용한 다음조회 불가 API
,custtype,고객 타입,string,Y,1,"B : 법인 
P : 개인"
,seq_no,일련번호,string,N,2,[법인 필수] 001
,mac_address,맥주소,string,N,12,법인고객 혹은 개인고객의 Mac address 값
,phone_number,핸드폰번호,string,N,12,"[법인 필수] 제휴사APP을 사용하는 경우 사용자(회원) 핸드폰번호 
ex) 01011112222 (하이픈 등 구분값 제거)"
,ip_addr,접속 단말 공인 IP,string,N,12,[법인 필수] 사용자(회원)의 IP Address
,gt_uid,Global UID,string,N,32,[법인 전용] 거래고유번호로 사용하므로 거래별로 UNIQUE해야 함
Request Query Parameter,CANO,종합계좌번호,string,Y,8,계좌번호 체계(8-2)의 앞 8자리
,ACNT_PRDT_CD,계좌상품코드,string,Y,2,계좌번호 체계(8-2)의 뒤 2자리
,CRCY_CD,통화코드,string,Y,3,"TUS: TOT_USD  / TKR: TOT_KRW
KRW: 한국  / USD: 미국
EUR: EUR   / HKD: 홍콩
CNY: 중국  / JPY: 일본
VND: 베트남"
,INQR_DT,조회일자,string,Y,8, 
Response Header,content-type,컨텐츠타입,string,Y,40,application/json; charset=utf-8
,tr_id,거래ID,string,Y,13,요청한 tr_id
,tr_cont,연속 거래 여부,string,N,1,tr_cont를 이용한 다음조회 불가 API
,gt_uid,Global UID,string,N,32,[법인 전용] 거래고유번호로 사용하므로 거래별로 UNIQUE해야 함
Response Body,rt_cd,성공 실패 여부,string,Y,1, 
,msg_cd,응답코드,string,Y,8, 
,msg1,응답메세지,string,Y,80, 
,output,응답상세1,object,Y, , 
,fm_nxdy_dncl_amt,FM익일예수금액,string,Y,20, 
,fm_tot_asst_evlu_amt,FM총자산평가금액,string,Y,20, 
,cano,종합계좌번호,string,Y,8, 
,acnt_prdt_cd,계좌상품코드,string,Y,2, 
,crcy_cd,통화코드,string,Y,3, 
,resp_dt,응답일자,string,Y,8, 
,fm_dnca_rmnd,FM예수금잔액,string,Y,20, 
,fm_lqd_pfls_amt,FM청산손익금액,string,Y,20, 
,fm_fee,FM수수료,string,Y,20, 
,fm_fuop_evlu_pfls_amt,FM선물옵션평가손익금액,string,Y,20, 
,fm_rcvb_amt,FM미수금액,string,Y,20, 
,fm_brkg_mgn_amt,FM위탁증거금액,string,Y,20, 
,fm_mntn_mgn_amt,FM유지증거금액,string,Y,20, 
,fm_add_mgn_amt,FM추가증거금액,string,Y,20, 
,fm_risk_rt,FM위험율,string,Y,10, 
,fm_ord_psbl_amt,FM주문가능금액,string,Y,20, 
,fm_drwg_psbl_amt,FM출금가능금액,string,Y,20, 
,fm_echm_rqrm_amt,FM환전요청금액,string,Y,20, 
,fm_drwg_prar_amt,FM출금예정금액,string,Y,20, 
,fm_opt_tr_chgs,FM옵션거래대금,string,Y,20, 
,fm_opt_icld_asst_evlu_amt,FM옵션포함자산평가금액,string,Y,20, 
,fm_opt_evlu_amt,FM옵션평가금액,string,Y,20, 
,fm_crcy_sbst_amt,FM통화대용금액,string,Y,20, 
,fm_crcy_sbst_use_amt,FM통화대용사용금액,string,Y,20, 
,fm_crcy_sbst_stup_amt,FM통화대용설정금액,string,Y,20, 
Example,,,,,,
Request Example (Python),"{
	""CANO"":""80012345"",
	""ACNT_PRDT_CD"":""08"",
	""CRCY_CD"":"":""KRW"",
	""INQR_DT"":""20221214""
}",,,,,
Response Example,"{
    ""output"": {
        ""cano"": ""81012345"",
        ""acnt_prdt_cd"": ""08"",
        ""crcy_cd"": ""KRW"",
        ""resp_dt"": ""20230104"",
        ""fm_dnca_rmnd"": ""9990000012"",
        ""fm_lqd_pfls_amt"": ""0"",
        ""fm_fee"": ""0"",
        ""fm_nxdy_dncl_amt"": ""9990000012"",
        ""fm_tot_asst_evlu_amt"": ""9990000012"",
        ""fm_fuop_evlu_pfls_amt"": ""0"",
        ""fm_rcvb_amt"": ""0"",
        ""fm_brkg_mgn_amt"": ""0"",
        ""fm_mntn_mgn_amt"": ""0"",
        ""fm_add_mgn_amt"": ""0"",
        ""fm_risk_rt"": ""0.00"",
        ""fm_ord_psbl_amt"": ""9718323936"",
        ""fm_drwg_psbl_amt"": ""9704739489"",
        ""fm_echm_rqrm_amt"": ""0"",
        ""fm_drwg_prar_amt"": ""0"",
        ""fm_opt_tr_chgs"": ""0"",
        ""fm_opt_icld_asst_evlu_amt"": ""9990000012"",
        ""fm_opt_evlu_amt"": ""0"",
        ""fm_crcy_sbst_amt"": ""0"",
        ""fm_crcy_sbst_use_amt"": ""0"",
        ""fm_crcy_sbst_stup_amt"": ""0""
    },
    ""rt_cd"": ""0"",
    ""msg_cd"": ""KIOK0510"",
    ""msg1"": ""조회가 완료되었습니다                                                           ""
}",,,,,
