ELW 실시간호가,,,,,,
API 통신방식,WEBSOCKET,,,,,
메뉴 위치,[국내주식] 실시간시세,,,,,
API 명,ELW 실시간호가,,,,,
API ID,실시간-062,,,,,
실전 TR_ID,H0EWASP0,,,,,
모의 TR_ID,모의투자 미지원,,,,,
기본정보,,,,,,
HTTP Method,POST,,,,,
실전 Domain,ws://ops.koreainvestment.com:21000,,,,,
모의 Domain,모의투자 미지원,,,,,
URL 명,/tryitout/H0EWASP0,,,,,
개요,,,,,,
개요,"ELW 실시간호가 API입니다.

[참고자료]
실시간시세(웹소켓) 파이썬 샘플코드는 한국투자증권 Github 참고 부탁드립니다.
https://github.com/koreainvestment/open-trading-api/blob/main/websocket/python/ws_domestic_overseas_all.py

실시간시세(웹소켓) API 사용방법에 대한 자세한 설명은 한국투자증권 Wikidocs 참고 부탁드립니다.
https://wikidocs.net/book/7847 (국내주식 업데이트 완료, 추후 해외주식·국내선물옵션 업데이트 예정)

종목코드 마스터파일 파이썬 정제코드는 한국투자증권 Github 참고 부탁드립니다.
https://github.com/koreainvestment/open-trading-api/tree/main/stocks_info


[호출 데이터]
헤더와 바디 값을 합쳐 JSON 형태로 전송합니다.

[응답 데이터]
1. 정상 등록 여부 (JSON)
- JSON[""body""][""msg1""] - 정상 응답 시, SUBSCRIBE SUCCESS
- JSON[""body""][""output""][""iv""] - 실시간 결과 복호화에 필요한 AES256 IV (Initialize Vector)
- JSON[""body""][""output""][""key""] - 실시간 결과 복호화에 필요한 AES256 Key

2. 실시간 결과 응답 ( | 로 구분되는 값)
ex) 0|H0STCNT0|004|005930^123929^73100^5^...
- 암호화 유무 : 0 암호화 되지 않은 데이터 / 1 암호화된 데이터
- TR_ID : 등록한 tr_id (ex. H0STCNT0)
- 데이터 건수 : (ex. 001 인 경우 데이터 건수 1건, 004인 경우 데이터 건수 4건)
- 응답 데이터 : 아래 response 데이터 참조 ( ^로 구분됨)",,,,,
Layout,,,,,,
구분,Element,한글명,Type,Required,Length,Description
Request Header,approval_key,웹소켓 접속키,string,Y,36,실시간 (웹소켓) 접속키 발급 API(/oauth2/Approval)를 사용하여 발급받은 웹소켓 접속키
,custtype,고객 타입,string,Y,1,B : 법인 / P : 개인
,tr_type,등록/해제,string,Y,1,"1: 등록, 2:해제"
,content-type,컨텐츠타입,string,Y,20,utf-8
Request Body,tr_id,거래ID,string,Y,2,H0EWASP0
,tr_key,구분값,string,Y,12,ELW 종목코드(ex. 57LA24)
Response Header,,,,,,
Response Body,MKSC_SHRN_ISCD,유가증권단축종목코드,string,Y,9, 
,BSOP_HOUR,영업시간,string,Y,6, 
,HOUR_CLS_CODE,시간구분코드,string,Y,1, 
,ASKP1,매도호가1,string,Y,1, 
,ASKP2,매도호가2,string,Y,1, 
,ASKP3,매도호가3,string,Y,1, 
,ASKP4,매도호가4,string,Y,1, 
,ASKP5,매도호가5,string,Y,1, 
,ASKP6,매도호가6,string,Y,1, 
,ASKP7,매도호가7,string,Y,1, 
,ASKP8,매도호가8,string,Y,1, 
,ASKP9,매도호가9,string,Y,1, 
,ASKP10,매도호가10,string,Y,1, 
,BIDP1,매수호가1,string,Y,1, 
,BIDP2,매수호가2,string,Y,1, 
,BIDP3,매수호가3,string,Y,1, 
,BIDP4,매수호가4,string,Y,1, 
,BIDP5,매수호가5,string,Y,1, 
,BIDP6,매수호가6,string,Y,1, 
,BIDP7,매수호가7,string,Y,1, 
,BIDP8,매수호가8,string,Y,1, 
,BIDP9,매수호가9,string,Y,1, 
,BIDP10,매수호가10,string,Y,1, 
,ASKP_RSQN1,매도호가잔량1,string,Y,1, 
,ASKP_RSQN2,매도호가잔량2,string,Y,1, 
,ASKP_RSQN3,매도호가잔량3,string,Y,1, 
,ASKP_RSQN4,매도호가잔량4,string,Y,1, 
,ASKP_RSQN5,매도호가잔량5,string,Y,1, 
,ASKP_RSQN6,매도호가잔량6,string,Y,1, 
,ASKP_RSQN7,매도호가잔량7,string,Y,1, 
,ASKP_RSQN8,매도호가잔량8,string,Y,1, 
,ASKP_RSQN9,매도호가잔량9,string,Y,1, 
,ASKP_RSQN10,매도호가잔량10,string,Y,1, 
,BIDP_RSQN1,매수호가잔량1,string,Y,1, 
,BIDP_RSQN2,매수호가잔량2,string,Y,1, 
,BIDP_RSQN3,매수호가잔량3,string,Y,1, 
,BIDP_RSQN4,매수호가잔량4,string,Y,1, 
,BIDP_RSQN5,매수호가잔량5,string,Y,1, 
,BIDP_RSQN6,매수호가잔량6,string,Y,1, 
,BIDP_RSQN7,매수호가잔량7,string,Y,1, 
,BIDP_RSQN8,매수호가잔량8,string,Y,1, 
,BIDP_RSQN9,매수호가잔량9,string,Y,1, 
,BIDP_RSQN10,매수호가잔량10,string,Y,1, 
,TOTAL_ASKP_RSQN,총매도호가잔량,string,Y,1, 
